date,day_of_week,temperature,weather,season,event,is_weekend,holiday,menu_item,historical_sales,price,promotion,actual_sales
2024-01-05,Friday,31.2,Cloudy,Winter,None,0,0,Fried_Rice,62,180,0,62
2024-01-05,Friday,31.2,Cloudy,Winter,None,0,0,Noodles,60,160,0,60
2024-01-05,Friday,31.2,Cloudy,Winter,None,0,0,Paneer_Curry,52,200,0,52
2024-01-05,Friday,31.2,Cloudy,Winter,None,0,0,Chicken_Curry,79,240,0,79
2024-01-05,Friday,31.2,Cloudy,Winter,None,0,0,Soup,39,120,0,39
2024-01-05,Friday,31.2,Cloudy,Winter,None,0,0,Parotta,51,100,0,51
2024-01-05,Friday,31.2,Cloudy,Winter,None,0,0,Idli,94,60,0,94
2024-01-05,Friday,31.2,Cloudy,Winter,None,0,0,Dosa,94,80,0,94
2024-01-05,Friday,31.2,Cloudy,Winter,None,0,0,Samosa,96,30,0,96
2024-01-05,Friday,31.2,Cloudy,Winter,None,0,0,Cooldrinks,89,50,0,89
2024-01-05,Friday,31.2,Cloudy,Winter,None,0,0,IceCream,68,90,0,68
2024-01-05,Friday,31.2,Cloudy,Winter,None,0,0,Puri,72,70,0,72
2024-01-05,Friday,31.2,Cloudy,Winter,None,0,0,Tea,228,20,0,228
2024-01-05,Friday,31.2,Cloudy,Winter,None,0,0,Coffee,160,40,0,160
2024-01-06,Saturday,30.0,Sunny,Winter,None,1,0,Biryani,114,220,0,114
2024-01-06,Saturday,30.0,Sunny,Winter,None,1,0,Fried_Rice,73,180,0,73
2024-01-06,Saturday,30.0,Sunny,Winter,None,1,0,Noodles,68,160,0,68
2024-01-06,Saturday,30.0,Sunny,Winter,None,1,0,Paneer_Curry,61,200,0,61
2024-01-06,Saturday,30.0,Sunny,Winter,None,1,0,Chicken_Curry,78,240,0,78
2024-01-06,Saturday,30.0,Sunny,Winter,None,1,0,Soup,41,120,0,41
2024-01-06,Saturday,30.0,Sunny,Winter,None,1,0,Parotta,54,100,0,54
2024-01-06,Saturday,30.0,Sunny,Winter,None,1,0,Idli,102,60,0,102
2024-01-06,Saturday,30.0,Sunny,Winter,None,1,0,Dosa,96,80,0,96
2024-01-06,Saturday,30.0,Sunny,Winter,None,1,0,Samosa,121,30,0,121
2024-01-06,Saturday,30.0,Sunny,Winter,None,1,0,Cooldrinks,112,50,0,112
2024-01-06,Saturday,30.0,Sunny,Winter,None,1,0,IceCream,77,90,0,77
2024-01-06,Saturday,30.0,Sunny,Winter,None,1,0,Puri,87,70,0,87
2024-01-06,Saturday,30.0,Sunny,Winter,None,1,0,Tea,219,20,0,219
2024-01-06,Saturday,30.0,Sunny,Winter,None,1,0,Coffee,136,40,0,136
2024-01-07,Sunday,31.4,Sunny,Summer,None,1,0,Biryani,142,220,0,142
2024-01-07,Sunday,31.4,Sunny,Summer,None,1,0,Fried_Rice,77,180,0,77
2024-01-07,Sunday,31.4,Sunny,Summer,None,1,0,Noodles,79,160,0,79
2024-01-07,Sunday,31.4,Sunny,Summer,None,1,0,Paneer_Curry,59,200,0,59
2024-01-07,Sunday,31.4,Sunny,Summer,None,1,0,Chicken_Curry,98,240,0,98
2024-01-07,Sunday,31.4,Sunny,Summer,None,1,0,Soup,49,120,0,49
2024-01-07,Sunday,31.4,Sunny,Summer,None,1,0,Parotta,63,100,0,63
2024-01-07,Sunday,31.4,Sunny,Summer,None,1,0,Idli,105,60,0,105
2024-01-07,Sunday,31.4,Sunny,Summer,None,1,0,Dosa,104,80,0,104
2024-01-07,Sunday,31.4,Sunny,Summer,None,1,0,Samosa,119,30,0,119
2024-01-07,Sunday,31.4,Sunny,Summer,None,1,0,Cooldrinks,123,50,0,123
2024-01-07,Sunday,31.4,Sunny,Summer,None,1,0,IceCream,95,90,0,95
2024-01-07,Sunday,31.4,Sunny,Summer,None,1,0,Puri,100,70,0,100
2024-01-07,Sunday,31.4,Sunny,Summer,None,1,0,Tea,195,20,0,195
2024-01-07,Sunday,31.4,Sunny,Summer,None,1,0,Coffee,138,40,0,138
2024-01-08,Monday,32.6,Sunny,Winter,None,0,0,Biryani,105,220,0,105
2024-01-08,Monday,32.6,Sunny,Winter,None,0,0,Fried_Rice,75,180,0,75
2024-01-08,Monday,32.6,Sunny,Winter,None,0,0,Noodles,73,160,0,73
2024-01-08,Monday,32.6,Sunny,Winter,None,0,0,Paneer_Curry,51,200,0,51
2024-01-08,Monday,32.6,Sunny,Winter,None,0,0,Chicken_Curry,88,240,0,88
2024-01-08,Monday,32.6,Sunny,Winter,None,0,0,Soup,47,120,0,47
2024-01-08,Monday,32.6,Sunny,Winter,None,0,0,Parotta,54,100,0,54
2024-01-08,Monday,32.6,Sunny,Winter,None,0,0,Idli,95,60,0,95
2024-01-08,Monday,32.6,Sunny,Winter,None,0,0,Dosa,89,80,0,89
2024-01-08,Monday,32.6,Sunny,Winter,None,0,0,Samosa,107,30,0,107
2024-01-08,Monday,32.6,Sunny,Winter,None,0,0,Cooldrinks,107,50,0,107
2024-01-08,Monday,32.6,Sunny,Winter,None,0,0,IceCream,80,90,0,80
2024-01-08,Monday,32.6,Sunny,Winter,None,0,0,Puri,90,70,0,90
2024-01-08,Monday,32.6,Sunny,Winter,None,0,0,Tea,174,20,0,174
2024-01-08,Monday,32.6,Sunny,Winter,None,0,0,Coffee,139,40,0,139
2024-01-09,Tuesday,33.9,Rainy,Summer,None,0,0,Biryani,95,220,0,95
2024-01-09,Tuesday,33.9,Rainy,Summer,None,0,0,Fried_Rice,73,180,0,73
2024-01-09,Tuesday,33.9,Rainy,Summer,None,0,0,Noodles,71,160,0,71
2024-01-09,Tuesday,33.9,Rainy,Summer,None,0,0,Paneer_Curry,52,200,0,52
2024-01-09,Tuesday,33.9,Rainy,Summer,None,0,0,Chicken_Curry,72,240,0,72
2024-01-09,Tuesday,33.9,Rainy,Summer,None,0,0,Soup,57,120,0,57
2024-01-09,Tuesday,33.9,Rainy,Summer,None,0,0,Parotta,71,100,0,71
2024-01-09,Tuesday,33.9,Rainy,Summer,None,0,0,Idli,102,60,0,102
2024-01-09,Tuesday,33.9,Rainy,Summer,None,0,0,Dosa,81,80,0,81
2024-01-09,Tuesday,33.9,Rainy,Summer,None,0,0,Samosa,124,30,0,124
2024-01-09,Tuesday,33.9,Rainy,Summer,None,0,0,Cooldrinks,88,50,0,88
2024-01-09,Tuesday,33.9,Rainy,Summer,None,0,0,IceCream,78,90,0,78
2024-01-09,Tuesday,33.9,Rainy,Summer,None,0,0,Puri,91,70,0,91
2024-01-09,Tuesday,33.9,Rainy,Summer,None,0,0,Tea,225,20,0,225
2024-01-09,Tuesday,33.9,Rainy,Summer,None,0,0,Coffee,148,40,0,148
2024-01-10,Wednesday,26.5,Sunny,Monsoon,None,0,0,Biryani,101,220,0,101
2024-01-10,Wednesday,26.5,Sunny,Monsoon,None,0,0,Fried_Rice,71,180,0,71
2024-01-10,Wednesday,26.5,Sunny,Monsoon,None,0,0,Noodles,68,160,0,68
2024-01-10,Wednesday,26.5,Sunny,Monsoon,None,0,0,Paneer_Curry,51,200,0,51
2024-01-10,Wednesday,26.5,Sunny,Monsoon,None,0,0,Chicken_Curry,80,240,0,80
2024-01-10,Wednesday,26.5,Sunny,Monsoon,None,0,0,Soup,49,120,0,49
2024-01-10,Wednesday,26.5,Sunny,Monsoon,None,0,0,Parotta,50,100,0,50
2024-01-10,Wednesday,26.5,Sunny,Monsoon,None,0,0,Idli,105,60,0,105
2024-01-10,Wednesday,26.5,Sunny,Monsoon,None,0,0,Dosa,87,80,0,87
2024-01-10,Wednesday,26.5,Sunny,Monsoon,None,0,0,Samosa,109,30,0,109
2024-01-10,Wednesday,26.5,Sunny,Monsoon,None,0,0,Cooldrinks,79,50,0,79
2024-01-10,Wednesday,26.5,Sunny,Monsoon,None,0,0,IceCream,82,90,0,82
2024-01-10,Wednesday,26.5,Sunny,Monsoon,None,0,0,Puri,86,70,0,86
2024-01-10,Wednesday,26.5,Sunny,Monsoon,None,0,0,Tea,162,20,0,162
2024-01-10,Wednesday,26.5,Sunny,Monsoon,None,0,0,Coffee,139,40,0,139
2024-01-11,Thursday,31.3,Rainy,Winter,None,0,0,Biryani,127,220,1,127
2024-01-11,Thursday,31.3,Rainy,Winter,None,0,0,Fried_Rice,79,180,1,79
2024-01-11,Thursday,31.3,Rainy,Winter,None,0,0,Noodles,68,160,1,68
2024-01-11,Thursday,31.3,Rainy,Winter,None,0,0,Paneer_Curry,60,200,1,60
2024-01-11,Thursday,31.3,Rainy,Winter,None,0,0,Chicken_Curry,99,240,1,99
2024-01-11,Thursday,31.3,Rainy,Winter,None,0,0,Soup,65,120,1,65
2024-01-11,Thursday,31.3,Rainy,Winter,None,0,0,Parotta,67,100,1,67
2024-01-11,Thursday,31.3,Rainy,Winter,None,0,0,Idli,121,60,1,121
2024-01-11,Thursday,31.3,Rainy,Winter,None,0,0,Dosa,107,80,1,107
2024-01-11,Thursday,31.3,Rainy,Winter,None,0,0,Samosa,149,30,1,149
2024-01-11,Thursday,31.3,Rainy,Winter,None,0,0,Cooldrinks,105,50,1,105
2024-01-11,Thursday,31.3,Rainy,Winter,None,0,0,IceCream,90,90,1,90
2024-01-11,Thursday,31.3,Rainy,Winter,None,0,0,Puri,88,70,1,88
2024-01-11,Thursday,31.3,Rainy,Winter,None,0,0,Tea,260,20,1,260
2024-01-11,Thursday,31.3,Rainy,Winter,None,0,0,Coffee,173,40,1,173
2024-01-12,Friday,34.3,Sunny,Winter,None,0,0,Biryani,121,220,0,121
2024-01-12,Friday,34.3,Sunny,Winter,None,0,0,Fried_Rice,77,180,0,77
2024-01-12,Friday,34.3,Sunny,Winter,None,0,0,Noodles,57,160,0,57
2024-01-12,Friday,34.3,Sunny,Winter,None,0,0,Paneer_Curry,49,200,0,49
2024-01-12,Friday,34.3,Sunny,Winter,None,0,0,Chicken_Curry,87,240,0,87
2024-01-12,Friday,34.3,Sunny,Winter,None,0,0,Soup,28,120,0,28
2024-01-12,Friday,34.3,Sunny,Winter,None,0,0,Parotta,51,100,0,51
2024-01-12,Friday,34.3,Sunny,Winter,None,0,0,Idli,106,60,0,106
2024-01-12,Friday,34.3,Sunny,Winter,None,0,0,Dosa,91,80,0,91
2024-01-12,Friday,34.3,Sunny,Winter,None,0,0,Samosa,138,30,0,138
2024-01-12,Friday,34.3,Sunny,Winter,None,0,0,Cooldrinks,133,50,0,133
2024-01-12,Friday,34.3,Sunny,Winter,None,0,0,IceCream,104,90,0,104
2024-01-12,Friday,34.3,Sunny,Winter,None,0,0,Puri,79,70,0,79
2024-01-12,Friday,34.3,Sunny,Winter,None,0,0,Tea,168,20,0,168
2024-01-12,Friday,34.3,Sunny,Winter,None,0,0,Coffee,160,40,0,160
2024-01-13,Saturday,22.0,Rainy,Winter,None,1,0,Biryani,156,220,1,156
2024-01-13,Saturday,22.0,Rainy,Winter,None,1,0,Fried_Rice,97,180,1,97
2024-01-13,Saturday,22.0,Rainy,Winter,None,1,0,Noodles,75,160,1,75
2024-01-13,Saturday,22.0,Rainy,Winter,None,1,0,Paneer_Curry,66,200,1,66
2024-01-13,Saturday,22.0,Rainy,Winter,None,1,0,Chicken_Curry,114,240,1,114
2024-01-13,Saturday,22.0,Rainy,Winter,None,1,0,Soup,69,120,1,69
2024-01-13,Saturday,22.0,Rainy,Winter,None,1,0,Parotta,72,100,1,72
2024-01-13,Saturday,22.0,Rainy,Winter,None,1,0,Idli,129,60,1,129
2024-01-13,Saturday,22.0,Rainy,Winter,None,1,0,Dosa,130,80,1,130
2024-01-13,Saturday,22.0,Rainy,Winter,None,1,0,Samosa,236,30,1,236
2024-01-13,Saturday,22.0,Rainy,Winter,None,1,0,Cooldrinks,140,50,1,140
2024-01-13,Saturday,22.0,Rainy,Winter,None,1,0,IceCream,100,90,1,100
2024-01-13,Saturday,22.0,Rainy,Winter,None,1,0,Puri,106,70,1,106
2024-01-13,Saturday,22.0,Rainy,Winter,None,1,0,Tea,354,20,1,354
2024-01-13,Saturday,22.0,Rainy,Winter,None,1,0,Coffee,251,40,1,251
2024-01-14,Sunday,38.5,Sunny,Winter,None,1,0,Biryani,143,220,0,143
2024-01-14,Sunday,38.5,Sunny,Winter,None,1,0,Fried_Rice,102,180,0,102
2024-01-14,Sunday,38.5,Sunny,Winter,None,1,0,Noodles,73,160,0,73
2024-01-14,Sunday,38.5,Sunny,Winter,None,1,0,Paneer_Curry,68,200,0,68
2024-01-14,Sunday,38.5,Sunny,Winter,None,1,0,Chicken_Curry,109,240,0,109
2024-01-14,Sunday,38.5,Sunny,Winter,None,1,0,Soup,31,120,0,31
2024-01-14,Sunday,38.5,Sunny,Winter,None,1,0,Parotta,64,100,0,64
2024-01-14,Sunday,38.5,Sunny,Winter,None,1,0,Idli,92,60,0,92
2024-01-14,Sunday,38.5,Sunny,Winter,None,1,0,Dosa,108,80,0,108
2024-01-14,Sunday,38.5,Sunny,Winter,None,1,0,Samosa,178,30,0,178
2024-01-14,Sunday,38.5,Sunny,Winter,None,1,0,Cooldrinks,166,50,0,166
2024-01-14,Sunday,38.5,Sunny,Winter,None,1,0,IceCream,154,90,0,154
2024-01-14,Sunday,38.5,Sunny,Winter,None,1,0,Puri,90,70,0,90
2024-01-14,Sunday,38.5,Sunny,Winter,None,1,0,Tea,211,20,0,211
2024-01-14,Sunday,38.5,Sunny,Winter,None,1,0,Coffee,197,40,0,197
2024-01-15,Monday,35.8,Cloudy,Winter,None,0,0,Biryani,104,220,0,104
2024-01-15,Monday,35.8,Cloudy,Winter,None,0,0,Fried_Rice,86,180,0,86
2024-01-15,Monday,35.8,Cloudy,Winter,None,0,0,Noodles,67,160,0,67
2024-01-15,Monday,35.8,Cloudy,Winter,None,0,0,Paneer_Curry,63,200,0,63
2024-01-15,Monday,35.8,Cloudy,Winter,None,0,0,Chicken_Curry,91,240,0,91
2024-01-15,Monday,35.8,Cloudy,Winter,None,0,0,Soup,22,120,0,22
2024-01-15,Monday,35.8,Cloudy,Winter,None,0,0,Parotta,61,100,0,61
2024-01-15,Monday,35.8,Cloudy,Winter,None,0,0,Idli,97,60,0,97
2024-01-15,Monday,35.8,Cloudy,Winter,None,0,0,Dosa,92,80,0,92
2024-01-15,Monday,35.8,Cloudy,Winter,None,0,0,Samosa,137,30,0,137
2024-01-15,Monday,35.8,Cloudy,Winter,None,0,0,Cooldrinks,191,50,0,191
2024-01-15,Monday,35.8,Cloudy,Winter,None,0,0,IceCream,154,90,0,154
2024-01-15,Monday,35.8,Cloudy,Winter,None,0,0,Puri,90,70,0,90
2024-01-15,Monday,35.8,Cloudy,Winter,None,0,0,Tea,147,20,0,147
2024-01-15,Monday,35.8,Cloudy,Winter,None,0,0,Coffee,151,40,0,151
2024-01-16,Tuesday,27.8,Sunny,Summer,None,0,0,Biryani,93,220,0,93
2024-01-16,Tuesday,27.8,Sunny,Summer,None,0,0,Fried_Rice,81,180,0,81
2024-01-16,Tuesday,27.8,Sunny,Summer,None,0,0,Noodles,62,160,0,62
2024-01-16,Tuesday,27.8,Sunny,Summer,None,0,0,Paneer_Curry,53,200,0,53
2024-01-16,Tuesday,27.8,Sunny,Summer,None,0,0,Chicken_Curry,79,240,0,79
2024-01-16,Tuesday,27.8,Sunny,Summer,None,0,0,Soup,33,120,0,33
2024-01-16,Tuesday,27.8,Sunny,Summer,None,0,0,Parotta,58,100,0,58
2024-01-16,Tuesday,27.8,Sunny,Summer,None,0,0,Idli,99,60,0,99
2024-01-16,Tuesday,27.8,Sunny,Summer,None,0,0,Dosa,93,80,0,93
2024-01-16,Tuesday,27.8,Sunny,Summer,None,0,0,Samosa,109,30,0,109
2024-01-16,Tuesday,27.8,Sunny,Summer,None,0,0,Cooldrinks,139,50,0,139
2024-01-16,Tuesday,27.8,Sunny,Summer,None,0,0,IceCream,107,90,0,107
2024-01-16,Tuesday,27.8,Sunny,Summer,None,0,0,Puri,78,70,0,78
2024-01-16,Tuesday,27.8,Sunny,Summer,None,0,0,Tea,133,20,0,133
2024-01-16,Tuesday,27.8,Sunny,Summer,None,0,0,Coffee,129,40,0,129
2024-01-17,Wednesday,27.3,Rainy,Winter,None,0,0,Biryani,108,220,0,108
2024-01-17,Wednesday,27.3,Rainy,Winter,None,0,0,Fried_Rice,69,180,0,69
2024-01-17,Wednesday,27.3,Rainy,Winter,None,0,0,Noodles,66,160,0,66
2024-01-17,Wednesday,27.3,Rainy,Winter,None,0,0,Paneer_Curry,55,200,0,55
2024-01-17,Wednesday,27.3,Rainy,Winter,None,0,0,Chicken_Curry,63,240,0,63
2024-01-17,Wednesday,27.3,Rainy,Winter,None,0,0,Soup,36,120,0,36
2024-01-17,Wednesday,27.3,Rainy,Winter,None,0,0,Parotta,65,100,0,65
2024-01-17,Wednesday,27.3,Rainy,Winter,None,0,0,Idli,93,60,0,93
2024-01-17,Wednesday,27.3,Rainy,Winter,None,0,0,Dosa,87,80,0,87
2024-01-17,Wednesday,27.3,Rainy,Winter,None,0,0,Samosa,129,30,0,129
2024-01-17,Wednesday,27.3,Rainy,Winter,None,0,0,Cooldrinks,119,50,0,119
2024-01-17,Wednesday,27.3,Rainy,Winter,None,0,0,IceCream,85,90,0,85
2024-01-17,Wednesday,27.3,Rainy,Winter,None,0,0,Puri,80,70,0,80
2024-01-17,Wednesday,27.3,Rainy,Winter,None,0,0,Tea,173,20,0,173
2024-01-17,Wednesday,27.3,Rainy,Winter,None,0,0,Coffee,97,40,0,97
2024-01-18,Thursday,34.5,Sunny,Winter,None,0,0,Biryani,123,220,0,123
2024-01-18,Thursday,34.5,Sunny,Winter,None,0,0,Fried_Rice,70,180,0,70
2024-01-18,Thursday,34.5,Sunny,Winter,None,0,0,Noodles,59,160,0,59
2024-01-18,Thursday,34.5,Sunny,Winter,None,0,0,Paneer_Curry,53,200,0,53
2024-01-18,Thursday,34.5,Sunny,Winter,None,0,0,Chicken_Curry,67,240,0,67
2024-01-18,Thursday,34.5,Sunny,Winter,None,0,0,Soup,23,120,0,23
2024-01-18,Thursday,34.5,Sunny,Winter,None,0,0,Parotta,53,100,0,53
2024-01-18,Thursday,34.5,Sunny,Winter,None,0,0,Idli,89,60,0,89
2024-01-18,Thursday,34.5,Sunny,Winter,None,0,0,Dosa,84,80,0,84
2024-01-18,Thursday,34.5,Sunny,Winter,None,0,0,Samosa,115,30,0,115
2024-01-18,Thursday,34.5,Sunny,Winter,None,0,0,Cooldrinks,141,50,0,141
2024-01-18,Thursday,34.5,Sunny,Winter,None,0,0,IceCream,103,90,0,103
2024-01-18,Thursday,34.5,Sunny,Winter,None,0,0,Puri,80,70,0,80
2024-01-18,Thursday,34.5,Sunny,Winter,None,0,0,Tea,144,20,0,144
2024-01-18,Thursday,34.5,Sunny,Winter,None,0,0,Coffee,115,40,0,115
2024-01-19,Friday,28.1,Sunny,Monsoon,None,0,0,Biryani,135,220,1,135
2024-01-19,Friday,28.1,Sunny,Monsoon,None,0,0,Fried_Rice,82,180,1,82
2024-01-19,Friday,28.1,Sunny,Monsoon,None,0,0,Noodles,76,160,1,76
2024-01-19,Friday,28.1,Sunny,Monsoon,None,0,0,Paneer_Curry,64,200,1,64
2024-01-19,Friday,28.1,Sunny,Monsoon,None,0,0,Chicken_Curry,93,240,1,93
2024-01-19,Friday,28.1,Sunny,Monsoon,None,0,0,Soup,41,120,1,41
2024-01-19,Friday,28.1,Sunny,Monsoon,None,0,0,Parotta,54,100,1,54
2024-01-19,Friday,28.1,Sunny,Monsoon,None,0,0,Idli,91,60,1,91
2024-01-19,Friday,28.1,Sunny,Monsoon,None,0,0,Dosa,100,80,1,100
2024-01-19,Friday,28.1,Sunny,Monsoon,None,0,0,Samosa,116,30,1,116
2024-01-19,Friday,28.1,Sunny,Monsoon,None,0,0,Cooldrinks,142,50,1,142
2024-01-19,Friday,28.1,Sunny,Monsoon,None,0,0,IceCream,93,90,1,93
2024-01-19,Friday,28.1,Sunny,Monsoon,None,0,0,Puri,80,70,1,80
2024-01-19,Friday,28.1,Sunny,Monsoon,None,0,0,Tea,176,20,1,176
2024-01-19,Friday,28.1,Sunny,Monsoon,None,0,0,Coffee,134,40,1,134
2024-01-20,Saturday,36.4,Cloudy,Monsoon,None,1,0,Biryani,137,220,0,137
2024-01-20,Saturday,36.4,Cloudy,Monsoon,None,1,0,Fried_Rice,89,180,0,89
2024-01-20,Saturday,36.4,Cloudy,Monsoon,None,1,0,Noodles,78,160,0,78
2024-01-20,Saturday,36.4,Cloudy,Monsoon,None,1,0,Paneer_Curry,57,200,0,57
2024-01-20,Saturday,36.4,Cloudy,Monsoon,None,1,0,Chicken_Curry,88,240,0,88
2024-01-20,Saturday,36.4,Cloudy,Monsoon,None,1,0,Soup,25,120,0,25
2024-01-20,Saturday,36.4,Cloudy,Monsoon,None,1,0,Parotta,59,100,0,59
2024-01-20,Saturday,36.4,Cloudy,Monsoon,None,1,0,Idli,109,60,0,109
2024-01-20,Saturday,36.4,Cloudy,Monsoon,None,1,0,Dosa,114,80,0,114
2024-01-20,Saturday,36.4,Cloudy,Monsoon,None,1,0,Samosa,126,30,0,126
2024-01-20,Saturday,36.4,Cloudy,Monsoon,None,1,0,Cooldrinks,186,50,0,186
2024-01-20,Saturday,36.4,Cloudy,Monsoon,None,1,0,IceCream,156,90,0,156
2024-01-20,Saturday,36.4,Cloudy,Monsoon,None,1,0,Puri,94,70,0,94
2024-01-20,Saturday,36.4,Cloudy,Monsoon,None,1,0,Tea,144,20,0,144
2024-01-20,Saturday,36.4,Cloudy,Monsoon,None,1,0,Coffee,163,40,0,163
2024-01-21,Sunday,34.8,Rainy,Winter,Festival,1,1,Biryani,237,220,1,237
2024-01-21,Sunday,34.8,Rainy,Winter,Festival,1,1,Fried_Rice,137,180,1,137
2024-01-21,Sunday,34.8,Rainy,Winter,Festival,1,1,Noodles,117,160,1,117
2024-01-21,Sunday,34.8,Rainy,Winter,Festival,1,1,Paneer_Curry,94,200,1,94
2024-01-21,Sunday,34.8,Rainy,Winter,Festival,1,1,Chicken_Curry,136,240,1,136
2024-01-21,Sunday,34.8,Rainy,Winter,Festival,1,1,Soup,46,120,1,46
