date,day_of_week,temperature,weather,season,event,is_weekend,holiday,menu_item,historical_sales,price,promotion,predicted_sales,production,actual_sales,wastage
2024-01-03,Wednesday,32.0,Rainy,Summer,Festival,0,1,Dosa,106,80,0,116,124,106,18
2024-01-03,Wednesday,32.0,Rainy,Summer,Festival,0,1,Samosa,170,30,0,154,167,170,0
2024-01-03,Wednesday,32.0,Rainy,Summer,Festival,0,1,Cooldrinks,123,50,0,126,140,123,17
2024-01-03,Wednesday,32.0,Rainy,Summer,Festival,0,1,IceCream,69,90,0,69,76,69,7
2024-01-03,Wednesday,32.0,Rainy,Summer,Festival,0,1,Puri,119,70,0,109,118,119,0
2024-01-03,Wednesday,32.0,Rainy,Summer,Festival,0,1,Tea,280,20,0,278,319,280,39
2024-01-03,Wednesday,32.0,Rainy,Summer,Festival,0,1,Coffee,168,40,0,164,185,168,17
2024-01-04,Thursday,28.2,Cloudy,Winter,Festival,0,1,Biryani,160,220,0,151,169,160,9
2024-01-04,Thursday,28.2,Cloudy,Winter,Festival,0,1,Fried_Rice,97,180,0,89,101,97,4
2024-01-04,Thursday,28.2,Cloudy,Winter,Festival,0,1,Noodles,99,160,0,96,105,99,6
2024-01-04,Thursday,28.2,Cloudy,Winter,Festival,0,1,Paneer_Curry,79,200,0,82,87,79,8
2024-01-04,Thursday,28.2,Cloudy,Winter,Festival,0,1,Chicken_Curry,115,240,0,115,128,115,13
2024-01-04,Thursday,28.2,Cloudy,Winter,Festival,0,1,Soup,54,120,0,59,64,54,10
2024-01-04,Thursday,28.2,Cloudy,Winter,Festival,0,1,Parotta,72,100,0,68,78,72,6
2024-01-04,Thursday,28.2,Cloudy,Winter,Festival,0,1,Idli,147,60,0,158,168,147,21
2024-01-04,Thursday,28.2,Cloudy,Winter,Festival,0,1,Dosa,127,80,0,121,135,127,8
2024-01-04,Thursday,28.2,Cloudy,Winter,Festival,0,1,Samosa,169,30,0,165,187,169,18
2024-01-04,Thursday,28.2,Cloudy,Winter,Festival,0,1,Cooldrinks,136,50,0,145,165,136,29
2024-01-04,Thursday,28.2,Cloudy,Winter,Festival,0,1,IceCream,95,90,0,96,104,95,9
2024-01-04,Thursday,28.2,Cloudy,Winter,Festival,0,1,Puri,132,70,0,143,164,132,32
2024-01-04,Thursday,28.2,Cloudy,Winter,Festival,0,1,Tea,256,20,0,255,279,256,23
2024-01-04,Thursday,28.2,Cloudy,Winter,Festival,0,1,Coffee,178,40,0,195,208,178,30
2024-01-05,Friday,30.0,Sunny,Monsoon,None,0,0,Biryani,120,220,0,121,133,120,13
2024-01-05,Friday,30.0,Sunny,Monsoon,None,0,0,Fried_Rice,72,180,0,73,83,72,11
2024-01-05,Friday,30.0,Sunny,Monsoon,None,0,0,Noodles,80,160,0,79,90,80,10
2024-01-05,Friday,30.0,Sunny,Monsoon,None,0,0,Paneer_Curry,52,200,0,53,59,52,7
2024-01-05,Friday,30.0,Sunny,Monsoon,None,0,0,Chicken_Curry,84,240,0,90,96,84,12
2024-01-05,Friday,30.0,Sunny,Monsoon,None,0,0,Soup,53,120,0,55,57,53,4
2024-01-05,Friday,30.0,Sunny,Monsoon,None,0,0,Parotta,56,100,0,61,66,56,10
2024-01-05,Friday,30.0,Sunny,Monsoon,None,0,0,Idli,121,60,0,126,144,121,23
2024-01-05,Friday,30.0,Sunny,Monsoon,None,0,0,Dosa,99,80,0,95,105,99,6
2024-01-05,Friday,30.0,Sunny,Monsoon,None,0,0,Samosa,132,30,0,120,129,132,0
2024-01-05,Friday,30.0,Sunny,Monsoon,None,0,0,Cooldrinks,109,50,0,102,109,109,0
2024-01-05,Friday,30.0,Sunny,Monsoon,None,0,0,IceCream,65,90,0,63,71,65,6
2024-01-05,Friday,30.0,Sunny,Monsoon,None,0,0,Puri,96,70,0,104,109,96,13
2024-01-05,Friday,30.0,Sunny,Monsoon,None,0,0,Tea,213,20,0,206,221,213,8
2024-01-05,Friday,30.0,Sunny,Monsoon,None,0,0,Coffee,141,40,0,135,146,141,5
2024-01-06,Saturday,31.8,Sunny,Summer,None,1,0,Biryani,172,220,1,186,204,172,32
2024-01-06,Saturday,31.8,Sunny,Summer,None,1,0,Fried_Rice,109,180,1,112,125,109,16
2024-01-06,Saturday,31.8,Sunny,Summer,None,1,0,Noodles,95,160,1,100,113,95,18
2024-01-06,Saturday,31.8,Sunny,Summer,None,1,0,Paneer_Curry,65,200,1,59,65,65,0
2024-01-06,Saturday,31.8,Sunny,Summer,None,1,0,Chicken_Curry,96,240,1,87,95,96,0
2024-01-06,Saturday,31.8,Sunny,Summer,None,1,0,Soup,50,120,1,50,52,50,2
2024-01-06,Saturday,31.8,Sunny,Summer,None,1,0,Parotta,71,100,1,64,72,71,1
2024-01-06,Saturday,31.8,Sunny,Summer,None,1,0,Idli,135,60,1,135,152,135,17
2024-01-06,Saturday,31.8,Sunny,Summer,None,1,0,Dosa,123,80,1,116,129,123,6
2024-01-06,Saturday,31.8,Sunny,Summer,None,1,0,Samosa,185,30,1,190,213,185,28
2024-01-06,Saturday,31.8,Sunny,Summer,None,1,0,Cooldrinks,156,50,1,170,187,156,31
2024-01-06,Saturday,31.8,Sunny,Summer,None,1,0,IceCream,102,90,1,97,106,102,4
2024-01-06,Saturday,31.8,Sunny,Summer,None,1,0,Puri,111,70,1,101,106,111,0
2024-01-06,Saturday,31.8,Sunny,Summer,None,1,0,Tea,217,20,1,202,215,217,0
2024-01-06,Saturday,31.8,Sunny,Summer,None,1,0,Coffee,197,40,1,187,206,197,9
2024-01-07,Sunday,33.8,Sunny,Winter,None,1,0,Biryani,162,220,0,165,180,162,18
2024-01-07,Sunday,33.8,Sunny,Winter,None,1,0,Fried_Rice,92,180,0,96,100,92,8
2024-01-07,Sunday,33.8,Sunny,Winter,None,1,0,Noodles,77,160,0,71,74,77,0
2024-01-07,Sunday,33.8,Sunny,Winter,None,1,0,Paneer_Curry,64,200,0,58,63,64,0
2024-01-07,Sunday,33.8,Sunny,Winter,None,1,0,Chicken_Curry,110,240,0,109,116,110,6
2024-01-07,Sunday,33.8,Sunny,Winter,None,1,0,Soup,40,120,0,40,44,40,4
2024-01-07,Sunday,33.8,Sunny,Winter,None,1,0,Parotta,57,100,0,51,55,57,0
2024-01-07,Sunday,33.8,Sunny,Winter,None,1,0,Idli,128,60,0,137,152,128,24
2024-01-07,Sunday,33.8,Sunny,Winter,None,1,0,Dosa,137,80,0,127,134,137,0
2024-01-07,Sunday,33.8,Sunny,Winter,None,1,0,Samosa,153,30,0,155,177,153,24
2024-01-07,Sunday,33.8,Sunny,Winter,None,1,0,Cooldrinks,135,50,0,137,149,135,14
2024-01-07,Sunday,33.8,Sunny,Winter,None,1,0,IceCream,90,90,0,90,102,90,12
2024-01-07,Sunday,33.8,Sunny,Winter,None,1,0,Puri,122,70,0,119,136,122,14
2024-01-07,Sunday,33.8,Sunny,Winter,None,1,0,Tea,187,20,0,180,204,187,17
2024-01-07,Sunday,33.8,Sunny,Winter,None,1,0,Coffee,173,40,0,156,176,173,3
2024-01-08,Monday,27.5,Cloudy,Winter,Festival,0,1,Biryani,157,220,0,154,176,157,19
2024-01-08,Monday,27.5,Cloudy,Winter,Festival,0,1,Fried_Rice,84,180,0,85,94,84,10
2024-01-08,Monday,27.5,Cloudy,Winter,Festival,0,1,Noodles,98,160,0,102,108,98,10
2024-01-08,Monday,27.5,Cloudy,Winter,Festival,0,1,Paneer_Curry,76,200,0,81,89,76,13
2024-01-08,Monday,27.5,Cloudy,Winter,Festival,0,1,Chicken_Curry,101,240,0,95,106,101,5
2024-01-08,Monday,27.5,Cloudy,Winter,Festival,0,1,Soup,46,120,0,44,48,46,2
2024-01-08,Monday,27.5,Cloudy,Winter,Festival,0,1,Parotta,70,100,0,69,75,70,5
2024-01-08,Monday,27.5,Cloudy,Winter,Festival,0,1,Idli,134,60,0,122,139,134,5
2024-01-08,Monday,27.5,Cloudy,Winter,Festival,0,1,Dosa,133,80,0,142,154,133,21
2024-01-08,Monday,27.5,Cloudy,Winter,Festival,0,1,Samosa,159,30,0,158,173,159,14
2024-01-08,Monday,27.5,Cloudy,Winter,Festival,0,1,Cooldrinks,144,50,0,131,138,144,0
2024-01-08,Monday,27.5,Cloudy,Winter,Festival,0,1,IceCream,110,90,0,103,117,110,7
2024-01-08,Monday,27.5,Cloudy,Winter,Festival,0,1,Puri,144,70,0,152,161,144,17
2024-01-08,Monday,27.5,Cloudy,Winter,Festival,0,1,Tea,231,20,0,240,275,231,44
2024-01-08,Monday,27.5,Cloudy,Winter,Festival,0,1,Coffee,225,40,0,233,264,225,39
2024-01-09,Tuesday,30.2,Sunny,Summer,None,0,0,Biryani,148,220,1,137,150,148,2
2024-01-09,Tuesday,30.2,Sunny,Summer,None,0,0,Fried_Rice,94,180,1,100,113,94,19
2024-01-09,Tuesday,30.2,Sunny,Summer,None,0,0,Noodles,80,160,1,75,85,80,5
2024-01-09,Tuesday,30.2,Sunny,Summer,None,0,0,Paneer_Curry,63,200,1,65,71,63,8
2024-01-09,Tuesday,30.2,Sunny,Summer,None,0,0,Chicken_Curry,111,240,1,108,121,111,10
2024-01-09,Tuesday,30.2,Sunny,Summer,None,0,0,Soup,45,120,1,44,47,45,2
2024-01-09,Tuesday,30.2,Sunny,Summer,None,0,0,Parotta,60,100,1,58,64,60,4
2024-01-09,Tuesday,30.2,Sunny,Summer,None,0,0,Idli,142,60,1,151,169,142,27
2024-01-09,Tuesday,30.2,Sunny,Summer,None,0,0,Dosa,132,80,1,136,146,132,14
2024-01-09,Tuesday,30.2,Sunny,Summer,None,0,0,Samosa,142,30,1,130,143,142,1
2024-01-09,Tuesday,30.2,Sunny,Summer,None,0,0,Cooldrinks,108,50,1,106,119,108,11
2024-01-09,Tuesday,30.2,Sunny,Summer,None,0,0,IceCream,103,90,1,99,104,103,1
2024-01-09,Tuesday,30.2,Sunny,Summer,None,0,0,Puri,127,70,1,137,156,127,29
2024-01-09,Tuesday,30.2,Sunny,Summer,None,0,0,Tea,246,20,1,225,239,246,0
2024-01-09,Tuesday,30.2,Sunny,Summer,None,0,0,Coffee,192,40,1,181,195,192,3
2024-01-10,Wednesday,35.7,Rainy,Summer,Local_Event,0,0,Biryani,135,220,1,133,147,135,12
2024-01-10,Wednesday,35.7,Rainy,Summer,Local_Event,0,0,Fried_Rice,88,180,1,87,94,88,6
2024-01-10,Wednesday,35.7,Rainy,Summer,Local_Event,0,0,Noodles,79,160,1,80,84,79,5
2024-01-10,Wednesday,35.7,Rainy,Summer,Local_Event,0,0,Paneer_Curry,69,200,1,66,74,69,5
2024-01-10,Wednesday,35.7,Rainy,Summer,Local_Event,0,0,Chicken_Curry,122,240,1,126,134,122,12
2024-01-10,Wednesday,35.7,Rainy,Summer,Local_Event,0,0,Soup,33,120,1,35,39,33,6
2024-01-10,Wednesday,35.7,Rainy,Summer,Local_Event,0,0,Parotta,92,100,1,83,87,92,0
2024-01-10,Wednesday,35.7,Rainy,Summer,Local_Event,0,0,Idli,149,60,1,163,173,149,24
2024-01-10,Wednesday,35.7,Rainy,Summer,Local_Event,0,0,Dosa,119,80,1,121,131,119,12
2024-01-10,Wednesday,35.7,Rainy,Summer,Local_Event,0,0,Samosa,181,30,1,177,190,181,9
2024-01-10,Wednesday,35.7,Rainy,Summer,Local_Event,0,0,Cooldrinks,187,50,1,170,193,187,6
2024-01-10,Wednesday,35.7,Rainy,Summer,Local_Event,0,0,IceCream,144,90,1,151,172,144,28
2024-01-10,Wednesday,35.7,Rainy,Summer,Local_Event,0,0,Puri,116,70,1,124,133,116,17
2024-01-10,Wednesday,35.7,Rainy,Summer,Local_Event,0,0,Tea,241,20,1,262,290,241,49
2024-01-10,Wednesday,35.7,Rainy,Summer,Local_Event,0,0,Coffee,191,40,1,180,201,191,10
2024-01-11,Thursday,23.9,Sunny,Summer,None,0,0,Biryani,126,220,0,134,144,126,18
2024-01-11,Thursday,23.9,Sunny,Summer,None,0,0,Fried_Rice,73,180,0,71,80,73,7
2024-01-11,Thursday,23.9,Sunny,Summer,None,0,0,Noodles,82,160,0,84,94,82,12
2024-01-11,Thursday,23.9,Sunny,Summer,None,0,0,Paneer_Curry,59,200,0,64,71,59,12
2024-01-11,Thursday,23.9,Sunny,Summer,None,0,0,Chicken_Curry,98,240,0,100,110,98,12
2024-01-11,Thursday,23.9,Sunny,Summer,None,0,0,Soup,46,120,0,46,50,46,4
2024-01-11,Thursday,23.9,Sunny,Summer,None,0,0,Parotta,61,100,0,66,71,61,10
2024-01-11,Thursday,23.9,Sunny,Summer,None,0,0,Idli,134,60,0,141,154,134,20
2024-01-11,Thursday,23.9,Sunny,Summer,None,0,0,Dosa,100,80,0,106,119,100,19
2024-01-11,Thursday,23.9,Sunny,Summer,None,0,0,Samosa,117,30,0,110,121,117,4
2024-01-11,Thursday,23.9,Sunny,Summer,None,0,0,Cooldrinks,141,50,0,136,150,141,9
2024-01-11,Thursday,23.9,Sunny,Summer,None,0,0,IceCream,117,90,0,114,127,117,10
2024-01-11,Thursday,23.9,Sunny,Summer,None,0,0,Puri,84,70,0,78,87,84,3
2024-01-11,Thursday,23.9,Sunny,Summer,None,0,0,Tea,276,20,0,276,316,276,40
2024-01-11,Thursday,23.9,Sunny,Summer,None,0,0,Coffee,204,40,0,208,223,204,19
2024-01-12,Friday,28.0,Sunny,Summer,None,0,0,Biryani,120,220,0,119,127,120,7
2024-01-12,Friday,28.0,Sunny,Summer,None,0,0,Fried_Rice,71,180,0,73,76,71,5
2024-01-12,Friday,28.0,Sunny,Summer,None,0,0,Noodles,57,160,0,60,66,57,9
2024-01-12,Friday,28.0,Sunny,Summer,None,0,0,Paneer_Curry,58,200,0,60,64,58,6
2024-01-12,Friday,28.0,Sunny,Summer,None,0,0,Chicken_Curry,80,240,0,75,81,80,1
2024-01-12,Friday,28.0,Sunny,Summer,None,0,0,Soup,48,120,0,46,50,48,2
2024-01-12,Friday,28.0,Sunny,Summer,None,0,0,Parotta,50,100,0,52,54,50,4
2024-01-12,Friday,28.0,Sunny,Summer,None,0,0,Idli,118,60,0,127,139,118,21
2024-01-12,Friday,28.0,Sunny,Summer,None,0,0,Dosa,84,80,0,84,89,84,5
2024-01-12,Friday,28.0,Sunny,Summer,None,0,0,Samosa,119,30,0,112,120,119,1
2024-01-12,Friday,28.0,Sunny,Summer,None,0,0,Cooldrinks,89,50,0,86,90,89,1
2024-01-12,Friday,28.0,Sunny,Summer,None,0,0,IceCream,80,90,0,77,81,80,1
2024-01-12,Friday,28.0,Sunny,Summer,None,0,0,Puri,76,70,0,81,89,76,13
2024-01-12,Friday,28.0,Sunny,Summer,None,0,0,Tea,230,20,0,229,242,230,12
2024-01-12,Friday,28.0,Sunny,Summer,None,0,0,Coffee,174,40,0,175,194,174,20
2024-01-13,Saturday,28.2,Sunny,Winter,None,1,0,Biryani,170,220,1,173,185,170,15
2024-01-13,Saturday,28.2,Sunny,Winter,None,1,0,Fried_Rice,81,180,1,88,92,81,11
2024-01-13,Saturday,28.2,Sunny,Winter,None,1,0,Noodles,83,160,1,78,84,83,1
2024-01-13,Saturday,28.2,Sunny,Winter,None,1,0,Paneer_Curry,82,200,1,75,84,82,2
2024-01-13,Saturday,28.2,Sunny,Winter,None,1,0,Chicken_Curry,106,240,1,96,108,106,2
2024-01-13,Saturday,28.2,Sunny,Winter,None,1,0,Soup,57,120,1,61,64,57,7
2024-01-13,Saturday,28.2,Sunny,Winter,None,1,0,Parotta,71,100,1,77,84,71,13
2024-01-13,Saturday,28.2,Sunny,Winter,None,1,0,Idli,154,60,1,160,176,154,22
2024-01-13,Saturday,28.2,Sunny,Winter,None,1,0,Dosa,124,80,1,123,139,124,15
2024-01-13,Saturday,28.2,Sunny,Winter,None,1,0,Samosa,137,30,1,143,157,137,20
2024-01-13,Saturday,28.2,Sunny,Winter,None,1,0,Cooldrinks,131,50,1,136,153,131,22
2024-01-13,Saturday,28.2,Sunny,Winter,None,1,0,IceCream,102,90,1,110,119,102,17
2024-01-13,Saturday,28.2,Sunny,Winter,None,1,0,Puri,100,70,1,101,109,100,9
2024-01-13,Saturday,28.2,Sunny,Winter,None,1,0,Tea,280,20,1,282,301,280,21
2024-01-13,Saturday,28.2,Sunny,Winter,None,1,0,Coffee,162,40,1,167,176,162,14
2024-01-14,Sunday,29.7,Cloudy,Monsoon,None,1,0,Biryani,161,220,1,171,196,161,35
2024-01-14,Sunday,29.7,Cloudy,Monsoon,None,1,0,Fried_Rice,106,180,1,115,122,106,16
2024-01-14,Sunday,29.7,Cloudy,Monsoon,None,1,0,Noodles,92,160,1,84,94,92,2
2024-01-14,Sunday,29.7,Cloudy,Monsoon,None,1,0,Paneer_Curry,95,200,1,88,99,95,4
2024-01-14,Sunday,29.7,Cloudy,Monsoon,None,1,0,Chicken_Curry,122,240,1,114,121,122,0
2024-01-14,Sunday,29.7,Cloudy,Monsoon,None,1,0,Soup,63,120,1,65,71,63,8
2024-01-14,Sunday,29.7,Cloudy,Monsoon,None,1,0,Parotta,74,100,1,71,80,74,6
2024-01-14,Sunday,29.7,Cloudy,Monsoon,None,1,0,Idli,178,60,1,175,190,178,12
2024-01-14,Sunday,29.7,Cloudy,Monsoon,None,1,0,Dosa,134,80,1,132,142,134,8
2024-01-14,Sunday,29.7,Cloudy,Monsoon,None,1,0,Samosa,158,30,1,149,169,158,11
2024-01-14,Sunday,29.7,Cloudy,Monsoon,None,1,0,Cooldrinks,167,50,1,163,180,167,13
2024-01-14,Sunday,29.7,Cloudy,Monsoon,None,1,0,IceCream,116,90,1,107,122,116,6
2024-01-14,Sunday,29.7,Cloudy,Monsoon,None,1,0,Puri,127,70,1,130,140,127,13
2024-01-14,Sunday,29.7,Cloudy,Monsoon,None,1,0,Tea,275,20,1,281,310,275,35
2024-01-14,Sunday,29.7,Cloudy,Monsoon,None,1,0,Coffee,179,40,1,193,217,179,38
2024-01-15,Monday,28.2,Sunny,Monsoon,None,0,0,Biryani,115,220,0,119,130,115,15
2024-01-15,Monday,28.2,Sunny,Monsoon,None,0,0,Fried_Rice,81,180,0,81,88,81,7
2024-01-15,Monday,28.2,Sunny,Monsoon,None,0,0,Noodles,75,160,0,74,82,75,7
2024-01-15,Monday,28.2,Sunny,Monsoon,None,0,0,Paneer_Curry,85,200,0,84,91,85,6
2024-01-15,Monday,28.2,Sunny,Monsoon,None,0,0,Chicken_Curry,94,240,0,99,104,94,10
2024-01-15,Monday,28.2,Sunny,Monsoon,None,0,0,Soup,51,120,0,53,58,51,7
2024-01-15,Monday,28.2,Sunny,Monsoon,None,0,0,Parotta,66,100,0,70,80,66,14
2024-01-15,Monday,28.2,Sunny,Monsoon,None,0,0,Idli,115,60,0,113,121,115,6
2024-01-15,Monday,28.2,Sunny,Monsoon,None,0,0,Dosa,98,80,0,100,114,98,16
2024-01-15,Monday,28.2,Sunny,Monsoon,None,0,0,Samosa,132,30,0,134,142,132,10
2024-01-15,Monday,28.2,Sunny,Monsoon,None,0,0,Cooldrinks,112,50,0,121,136,112,24
2024-01-15,Monday,28.2,Sunny,Monsoon,None,0,0,IceCream,83,90,0,75,79,83,0
2024-01-15,Monday,28.2,Sunny,Monsoon,None,0,0,Puri,106,70,0,97,110,106,4
2024-01-15,Monday,28.2,Sunny,Monsoon,None,0,0,Tea,201,20,0,188,213,201,12
2024-01-15,Monday,28.2,Sunny,Monsoon,None,0,0,Coffee,149,40,0,143,154,149,5
2024-01-16,Tuesday,32.2,Sunny,Winter,None,0,0,Biryani,115,220,1,103,111,115,0
2024-01-16,Tuesday,32.2,Sunny,Winter,None,0,0,Fried_Rice,95,180,1,102,110,95,15
2024-01-16,Tuesday,32.2,Sunny,Winter,None,0,0,Noodles,65,160,1,63,70,65,5
2024-01-16,Tuesday,32.2,Sunny,Winter,None,0,0,Paneer_Curry,67,200,1,66,70,67,3
2024-01-16,Tuesday,32.2,Sunny,Winter,None,0,0,Chicken_Curry,97,240,1,90,98,97,1
2024-01-16,Tuesday,32.2,Sunny,Winter,None,0,0,Soup,53,120,1,51,56,53,3
2024-01-16,Tuesday,32.2,Sunny,Winter,None,0,0,Parotta,64,100,1,65,68,64,4
2024-01-16,Tuesday,32.2,Sunny,Winter,None,0,0,Idli,114,60,1,124,132,114,18
2024-01-16,Tuesday,32.2,Sunny,Winter,None,0,0,Dosa,113,80,1,111,117,113,4
2024-01-16,Tuesday,32.2,Sunny,Winter,None,0,0,Samosa,135,30,1,137,144,135,9
2024-01-16,Tuesday,32.2,Sunny,Winter,None,0,0,Cooldrinks,121,50,1,127,136,121,15
2024-01-16,Tuesday,32.2,Sunny,Winter,None,0,0,IceCream,89,90,1,83,87,89,0
2024-01-16,Tuesday,32.2,Sunny,Winter,None,0,0,Puri,108,70,1,107,118,108,10
2024-01-16,Tuesday,32.2,Sunny,Winter,None,0,0,Tea,239,20,1,236,257,239,18
2024-01-16,Tuesday,32.2,Sunny,Winter,None,0,0,Coffee,134,40,1,135,143,134,9
2024-01-17,Wednesday,31.2,Rainy,Summer,None,0,0,Biryani,105,220,0,103,108,105,3
2024-01-17,Wednesday,31.2,Rainy,Summer,None,0,0,Fried_Rice,82,180,0,84,88,82,6
2024-01-17,Wednesday,31.2,Rainy,Summer,None,0,0,Noodles,59,160,0,55,59,59,0
2024-01-17,Wednesday,31.2,Rainy,Summer,None,0,0,Paneer_Curry,58,200,0,54,60,58,2
2024-01-17,Wednesday,31.2,Rainy,Summer,None,0,0,Chicken_Curry,83,240,0,78,82,83,0
2024-01-17,Wednesday,31.2,Rainy,Summer,None,0,0,Soup,59,120,0,63,71,59,12
2024-01-17,Wednesday,31.2,Rainy,Summer,None,0,0,Parotta,64,100,0,62,69,64,5
2024-01-17,Wednesday,31.2,Rainy,Summer,None,0,0,Idli,98,60,0,105,110,98,12
2024-01-17,Wednesday,31.2,Rainy,Summer,None,0,0,Dosa,89,80,0,81,86,89,0
2024-01-17,Wednesday,31.2,Rainy,Summer,None,0,0,Samosa,128,30,0,138,156,128,28
2024-01-17,Wednesday,31.2,Rainy,Summer,None,0,0,Cooldrinks,117,50,0,113,121,117,4
2024-01-17,Wednesday,31.2,Rainy,Summer,None,0,0,IceCream,85,90,0,81,90,85,5
2024-01-17,Wednesday,31.2,Rainy,Summer,None,0,0,Puri,77,70,0,75,82,77,5
2024-01-17,Wednesday,31.2,Rainy,Summer,None,0,0,Tea,219,20,0,238,268,219,49
2024-01-17,Wednesday,31.2,Rainy,Summer,None,0,0,Coffee,130,40,0,120,136,130,6
2024-01-18,Thursday,33.9,Cloudy,Winter,None,0,0,Biryani,103,220,0,107,119,103,16
2024-01-18,Thursday,33.9,Cloudy,Winter,None,0,0,Fried_Rice,66,180,0,67,73,66,7
2024-01-18,Thursday,33.9,Cloudy,Winter,None,0,0,Noodles,59,160,0,54,61,59,2
2024-01-18,Thursday,33.9,Cloudy,Winter,None,0,0,Paneer_Curry,59,200,0,62,68,59,9
2024-01-18,Thursday,33.9,Cloudy,Winter,None,0,0,Chicken_Curry,86,240,0,91,100,86,14
2024-01-18,Thursday,33.9,Cloudy,Winter,None,0,0,Soup,44,120,0,43,48,44,4
2024-01-18,Thursday,33.9,Cloudy,Winter,None,0,0,Parotta,50,100,0,46,48,50,0
2024-01-18,Thursday,33.9,Cloudy,Winter,None,0,0,Idli,90,60,0,94,101,90,11
2024-01-18,Thursday,33.9,Cloudy,Winter,None,0,0,Dosa,81,80,0,83,91,81,10
2024-01-18,Thursday,33.9,Cloudy,Winter,None,0,0,Samosa,121,30,0,118,132,121,11
2024-01-18,Thursday,33.9,Cloudy,Winter,None,0,0,Cooldrinks,103,50,0,101,109,103,6
2024-01-18,Thursday,33.9,Cloudy,Winter,None,0,0,IceCream,77,90,0,70,79,77,2
